2026-02-01 00:00:05 | ERROR | search | Unhandled exception type=ValueError message=unexpected None (env=prod, region=ap-southeast-1, ip=17.27.69.161, request_id=tyjcj90h9zfswx73, trace_id=jdsmnw6y8xds3ot3vizkp9cc, ua="curl/8.4.0")
2026-02-01 14:54:26 | ERROR | email | Unhandled exception type=TimeoutError message=permission denied (env=prod, region=eu-west-1, ip=12.163.151.64, request_id=ir4j08ibkcoth169, trace_id=wcsj9d5g0vbzng7bup3ia3ma, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:54:30 | ERROR | storage | Worker crashed: out of memory rss_mb=6039 (env=prod, region=me-south-1, ip=119.245.205.17, request_id=sesk54shnke33jnt, trace_id=ikijdn0xhzajds77x0ps5jih, ua="curl/8.4.0")
2026-02-01 14:54:46 | ERROR | storage | Authentication failed due to invalid token user_id=3516 (env=prod, region=me-south-1, ip=132.194.98.244, request_id=zfdn84zrwxpzf36u, trace_id=kxadihpf0hufxf218dzwg2ui, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:54:49 | ERROR | billing | Upstream service unavailable dependency=payments-api (env=prod, region=eu-west-1, ip=88.30.29.145, request_id=y8elogzjpujpxzsy, trace_id=iesfgsgy8gzcfbw56s44oych, ua="PostmanRuntime/7.36.0")
2026-02-01 14:54:50 | ERROR | frontend | Unhandled exception type=KeyError message=unexpected None (env=prod, region=us-east-1, ip=127.221.90.100, request_id=63ya2myvgab9rhvt, trace_id=n75f0e0wd381c4ji8f9tg4zo, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:54:52 | ERROR | gateway | Upstream service unavailable dependency=redis (env=staging, region=eu-west-1, ip=245.200.254.195, request_id=1h8yspexuh0bg3si, trace_id=ksfa7wujgfixcsdru7qn9xpt, ua="PostmanRuntime/7.36.0")
2026-02-01 14:54:58 | ERROR | search | Upstream service unavailable dependency=stripe (env=prod, region=me-south-1, ip=245.229.12.133, request_id=5um8n9sdc3lwagie, trace_id=oqaygcicxpki0rpz2879tlyx, ua="PostmanRuntime/7.36.0")
2026-02-01 14:55:08 | ERROR | profile | Upstream service unavailable dependency=kms (env=prod, region=ap-southeast-1, ip=93.101.178.148, request_id=k5zg5j7wcht2qfb3, trace_id=lj3gxpzoeny98ouwdl75altl, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:55:16 | ERROR | analytics | Unhandled exception type=TimeoutError message=null value (env=prod, region=eu-west-1, ip=111.45.106.201, request_id=wgke60c9odiqk8a2, trace_id=9otj3yrxf04z5b85b3du930h, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:55:20 | ERROR | email | DB timeout while fetching user profile user_id=1927 (env=prod, region=eu-west-1, ip=91.48.57.231, request_id=i1ny64a55f3nd2zt, trace_id=q2yiyvmo2iooddz9sjz5g81h, ua="curl/8.4.0")
2026-02-01 14:55:40 | ERROR | billing | Payment gateway returned 401 provider=adyen (env=prod, region=me-south-1, ip=77.31.186.105, request_id=h4wd50tw070i6kwd, trace_id=oa5mfjkpgesyp5bc5btsbi3c, ua="curl/8.4.0")
2026-02-01 14:55:48 | ERROR | cdn | Data validation error: missing required field field=address (env=prod, region=me-south-1, ip=103.40.142.35, request_id=46ck3lk9ylf1p1bn, trace_id=ejdjnbcdvj069twlk4bc5zcn, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:55:50 | ERROR | analytics | Service dependency not responding dependency=payments-api (env=prod, region=me-south-1, ip=250.98.43.114, request_id=nuyrtznsevv3eg4c, trace_id=k7rqovglv3o7edf66kv948ij, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:55:53 | ERROR | analytics | Authentication failed due to invalid token user_id=1626 (env=dev, region=eu-west-1, ip=222.248.153.133, request_id=6c6tgmmgv3a2u4r3, trace_id=67qtrikf7coy67iut6ysxgju, ua="curl/8.4.0")
2026-02-01 14:55:56 | ERROR | billing | DB timeout while fetching user profile user_id=2050 (env=dev, region=us-east-1, ip=177.190.240.217, request_id=h6nytdcma3j1hmtc, trace_id=i8gtkgjcqqs7go8igunplo7j, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:56:02 | ERROR | orders | DB timeout while fetching user profile user_id=2064 (env=staging, region=eu-west-1, ip=220.209.20.232, request_id=gq519guz8fprpwwi, trace_id=7ts4pr1pd98qxuhvx7zw9uyg, ua="curl/8.4.0")
2026-02-01 14:56:11 | ERROR | profile | Connection refused dependency=s3 (env=prod, region=eu-west-1, ip=176.115.91.125, request_id=mck6dneujgydhyn6, trace_id=l0uwufw7jhrfj694ocwzy2ur, ua="PostmanRuntime/7.36.0")
2026-02-01 14:56:35 | ERROR | storage | Upstream service unavailable dependency=postgres (env=dev, region=ap-southeast-1, ip=72.204.232.13, request_id=6c17580f4crep20d, trace_id=wevy7ckvd56xuts8rqfwdk61, ua="PostmanRuntime/7.36.0")
2026-02-01 14:56:42 | ERROR | api | Service dependency not responding dependency=payments-api (env=prod, region=ap-southeast-1, ip=156.26.83.39, request_id=j5bg9tum87mdirjq, trace_id=i6bwbg6kenc20hgmezzgqwvy, ua="PostmanRuntime/7.36.0")
2026-02-01 14:56:55 | ERROR | storage | Payment gateway returned 400 provider=adyen (env=prod, region=ap-southeast-1, ip=45.37.193.169, request_id=ztkkjz8sk4vdin49, trace_id=yvzxh1xdkl0w9zlapy8dcew8, ua="PostmanRuntime/7.36.0")
2026-02-01 14:56:57 | ERROR | api | Unhandled exception type=RuntimeError message=null value (env=staging, region=us-east-1, ip=3.131.236.117, request_id=yxkfhtlcgti8dw80, trace_id=sr6712ps3dk9ie2ktffs1u4r, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:57:01 | ERROR | billing | Connection refused dependency=payments-api (env=prod, region=ap-southeast-1, ip=222.105.30.8, request_id=50fot82mexfo5oj4, trace_id=5csb4yx3p88s5mq4xwp7586u, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:57:02 | ERROR | gateway | Data validation error: missing required field field=amount (env=prod, region=ap-southeast-1, ip=242.6.245.23, request_id=nqyqexpv2zr8cmwa, trace_id=rbweryhl2nqdi4vd341hfe5b, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:57:05 | ERROR | worker | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=me-south-1, ip=216.67.1.138, request_id=ghk3nlendcmrk97n, trace_id=bk9io59htlmkmsci3op3m35p, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:57:11 | ERROR | orders | Payment gateway returned 503 provider=adyen (env=prod, region=ap-southeast-1, ip=49.93.21.132, request_id=d1p17tjlcgzx9bwb, trace_id=8joygq7qv6g5qyvvoxob4c9v, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:57:22 | ERROR | search | Write operation failed: storage quota exceeded bucket=prod-backups (env=staging, region=me-south-1, ip=68.17.216.212, request_id=744huyza6fp549fx, trace_id=2dioj6kqgi591a4zj3kqggj7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:57:30 | ERROR | notifications | Payment gateway returned 504 provider=paypal (env=prod, region=eu-west-1, ip=187.34.132.50, request_id=ryj2rqyflx5yni8f, trace_id=jnirnybyh53oryy42vepl1jj, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:57:36 | ERROR | db | Upstream service unavailable dependency=orders-api (env=staging, region=ap-southeast-1, ip=79.67.175.240, request_id=7bj0sc4uvsme6a05, trace_id=ib9vvsg3hmxnl14s0x3suqrz, ua="PostmanRuntime/7.36.0")
2026-02-01 14:58:14 | ERROR | notifications | Write operation failed: storage quota exceeded bucket=prod-backups (env=staging, region=eu-west-1, ip=17.161.216.2, request_id=002o92t7ehajdcp7, trace_id=0gjze9qehxvux57tcyf84uw5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:58:15 | ERROR | profile | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=me-south-1, ip=33.175.68.138, request_id=9wg3c2yn7jdp0jro, trace_id=n9x8dlskuuhnv8u6b996lveh, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:58:16 | ERROR | notifications | Upstream service unavailable dependency=cdn-edge (env=prod, region=eu-west-1, ip=228.249.94.209, request_id=7em80s243m56wdjb, trace_id=gclz1o5nh603de7bm4lelyxq, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:58:20 | ERROR | storage | Worker crashed: out of memory rss_mb=4447 (env=prod, region=eu-west-1, ip=87.40.205.11, request_id=8c4y7gfhiygul6mm, trace_id=v5jcmf2l6xiu9gepezvjogmw, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:58:23 | ERROR | inventory | Service dependency not responding dependency=s3 (env=dev, region=us-east-1, ip=65.57.247.137, request_id=1lrktonyflh2lyw7, trace_id=gkdn43ruhh194mymt2dfk4jz, ua="PostmanRuntime/7.36.0")
2026-02-01 14:58:28 | ERROR | gateway | Data validation error: missing required field field=user_id (env=dev, region=us-east-1, ip=158.49.123.174, request_id=kv12wjfmv4cro6z7, trace_id=wyxsyoaozyjsig28npgfrq8g, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:58:42 | ERROR | payments | DB timeout while fetching user profile user_id=7663 (env=prod, region=eu-west-1, ip=115.92.31.106, request_id=cvx4j1yk04518thw, trace_id=mhhqvxgk1didbnxwq5zxzs24, ua="curl/8.4.0")
2026-02-01 14:58:46 | ERROR | notifications | Worker crashed: out of memory rss_mb=5734 (env=dev, region=ap-southeast-1, ip=77.56.222.45, request_id=4csw1h2mdzlcdl1t, trace_id=rma2qrucnfjczh4l0z7x5han, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:59:09 | ERROR | gateway | DB timeout while fetching user profile user_id=6565 (env=prod, region=me-south-1, ip=196.182.11.179, request_id=fkw6oqtuyflg4v1r, trace_id=1p5bx3vgiibl6vr5okkio0js, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:59:11 | ERROR | cache | Connection refused dependency=stripe (env=dev, region=ap-southeast-1, ip=211.142.100.252, request_id=62ceoyb7qtzpn6yg, trace_id=ltwpvf61804va75ud238ep1i, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:59:14 | ERROR | worker | Service dependency not responding dependency=payments-api (env=dev, region=eu-west-1, ip=74.236.44.146, request_id=xayg4m60myf8lqmf, trace_id=2pcb4rtu5cc9ra5utpzy6m4x, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:59:31 | ERROR | profile | Service dependency not responding dependency=s3 (env=dev, region=us-east-1, ip=108.43.176.14, request_id=h1beo0evej8rwxxs, trace_id=sprqgs3c36di2ehcd66jmibw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:59:33 | ERROR | notifications | Service dependency not responding dependency=search-index (env=prod, region=eu-west-1, ip=58.80.205.81, request_id=85tebva8by7qbidp, trace_id=rvqsrzenfxjw8bdos2i4w5or, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:59:50 | ERROR | api | Unhandled exception type=RateLimitError message=invalid format (env=prod, region=us-east-1, ip=244.209.162.28, request_id=tu0jkxvl2bsorjie, trace_id=5p884cg2kw5eqxd5icas5vks, ua="curl/8.4.0")
2026-02-01 15:00:14 | ERROR | search | Unhandled exception type=TimeoutError message=index out of range (env=staging, region=eu-west-1, ip=82.216.247.4, request_id=lepbzo3s36852i99, trace_id=kzjqzkxtscexuzor6yy72l97, ua="curl/8.4.0")
2026-02-01 15:00:18 | ERROR | db | Write operation failed: storage quota exceeded bucket=prod-uploads (env=prod, region=ap-southeast-1, ip=43.77.213.210, request_id=xmjx04o3a68fltvg, trace_id=wehhldpznk2968y5gj0etxdz, ua="curl/8.4.0")
2026-02-01 15:00:33 | ERROR | profile | Write operation failed: storage quota exceeded bucket=staging-uploads (env=prod, region=me-south-1, ip=134.237.48.173, request_id=4teroxyovzm5qnix, trace_id=t9a3pil0wonl3psamrk3aadj, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:00:40 | ERROR | storage | Data validation error: missing required field field=user_id (env=prod, region=eu-west-1, ip=83.131.134.173, request_id=byp0kar17izsnewj, trace_id=zjp2rtdt91s82ohr65wzex80, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:00:41 | ERROR | inventory | Data validation error: missing required field field=email (env=prod, region=us-east-1, ip=68.185.249.7, request_id=o86dnjdptbagrsj2, trace_id=2sl0jqdszpd1534o7l3jsin8, ua="PostmanRuntime/7.36.0")
2026-02-01 15:00:44 | ERROR | billing | Service dependency not responding dependency=search-index (env=prod, region=ap-southeast-1, ip=74.105.217.195, request_id=oa3bhjpe59ga2b2z, trace_id=e11qbxa0wyns3uhgxo9rrmzl, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:00:51 | ERROR | kms | Upstream service unavailable dependency=cdn-edge (env=prod, region=us-east-1, ip=97.164.53.151, request_id=46mdg5zdli8y2r5o, trace_id=76ju27jca75jlvqdcoidz1lf, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:00:56 | ERROR | gateway | Upstream service unavailable dependency=redis (env=prod, region=us-east-1, ip=104.191.251.134, request_id=e3fu23lwqbxk072y, trace_id=z55z1afcu75sqn98oqffusm0, ua="curl/8.4.0")
2026-02-01 15:01:22 | ERROR | scheduler | Unhandled exception type=MemoryError message=null value (env=prod, region=ap-southeast-1, ip=50.65.125.160, request_id=ez4ro4v2umevflqb, trace_id=tnrpoc02zu92hybickfpk6uk, ua="PostmanRuntime/7.36.0")
2026-02-01 15:01:37 | ERROR | inventory | DB timeout while fetching user profile user_id=3302 (env=prod, region=us-east-1, ip=38.4.199.201, request_id=eg6fz2g9q6alhcu9, trace_id=0qyuw6wi85w1kraye6i5ejib, ua="PostmanRuntime/7.36.0")
2026-02-01 15:01:44 | ERROR | notifications | DB timeout while fetching user profile user_id=6023 (env=staging, region=eu-west-1, ip=156.156.246.67, request_id=bmx9dxzh2fsowmhq, trace_id=j0re9j29c52x9lv3k57at4zb, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:01:56 | ERROR | profile | Service dependency not responding dependency=s3 (env=prod, region=ap-southeast-1, ip=6.252.11.129, request_id=o8lhkjo2ds95yahr, trace_id=3hjvjdjci5owcfyx37qtnr4r, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:02:06 | ERROR | email | Authentication failed due to invalid token user_id=7433 (env=prod, region=us-east-1, ip=103.167.8.162, request_id=pcr4nb0667oivho4, trace_id=8eczlhzbcbyxlcosvvbmkvw7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:02:13 | ERROR | payments | DB timeout while fetching user profile user_id=4657 (env=prod, region=us-east-1, ip=11.78.60.2, request_id=hl149qdnsmaznksz, trace_id=yphrbemsvzimy9p6m9b2qo5i, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:02:54 | ERROR | profile | DB timeout while fetching user profile user_id=6655 (env=prod, region=eu-west-1, ip=111.223.38.180, request_id=omwstwwsbik245tv, trace_id=zvxn0gnz67x3mccqqsngoeiu, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:03:00 | ERROR | kms | DB timeout while fetching user profile user_id=9792 (env=prod, region=eu-west-1, ip=81.214.1.57, request_id=5yxvap9ft4q4t2pn, trace_id=s8wohiexxs03kpezbiypf0pe, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:03:08 | ERROR | notifications | Unhandled exception type=ValueError message=null value (env=prod, region=me-south-1, ip=192.79.12.151, request_id=fdghke9qomqdkv0w, trace_id=mq5gpu4xubxj0511w4uj3ewe, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:03:47 | ERROR | kms | DB timeout while fetching user profile user_id=3704 (env=prod, region=ap-southeast-1, ip=126.107.171.225, request_id=1fjya59xfplmtc2d, trace_id=kt094w3n61f46gqe17aswhg8, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:03:50 | ERROR | frontend | Upstream service unavailable dependency=cdn-edge (env=prod, region=ap-southeast-1, ip=174.214.148.204, request_id=h54axq3tqdq2zmdt, trace_id=061vs7tft2b5w6gbnfpwu1w3, ua="PostmanRuntime/7.36.0")
2026-02-01 15:04:01 | ERROR | api | Unhandled exception type=PermissionError message=null value (env=staging, region=ap-southeast-1, ip=242.51.215.197, request_id=8vm1hz9a2279cyvf, trace_id=bticuhrhwl96wakrs2g3sodj, ua="curl/8.4.0")
2026-02-01 15:04:05 | ERROR | cdn | Connection refused dependency=postgres (env=prod, region=eu-west-1, ip=12.39.234.196, request_id=pwcvpkeowcjvy76b, trace_id=zaw7sfx2ff11g5stnoanwda1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:04:10 | ERROR | storage | Upstream service unavailable dependency=search-index (env=prod, region=eu-west-1, ip=81.177.74.191, request_id=uc55iizfye0fzjpj, trace_id=jmj9hedxetr1rc85xe3r2pny, ua="curl/8.4.0")
2026-02-01 15:04:50 | ERROR | email | Service dependency not responding dependency=payments-api (env=prod, region=eu-west-1, ip=55.169.37.93, request_id=3tuqngomv5acj3bp, trace_id=q5wgr01venanxdsgoh9j9qyz, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:05:08 | ERROR | inventory | DB timeout while fetching user profile user_id=9340 (env=prod, region=me-south-1, ip=48.14.227.230, request_id=xu1rwy0srwxat55p, trace_id=66j622svriohlktdrgf82c91, ua="curl/8.4.0")
2026-02-01 15:05:13 | ERROR | payments | Write operation failed: storage quota exceeded bucket=prod-uploads (env=staging, region=us-east-1, ip=140.2.134.127, request_id=3yw9caff4z63ifku, trace_id=ymyz1xmqmbmt4jn4m3g2bkf7, ua="curl/8.4.0")
2026-02-01 15:06:26 | ERROR | db | Payment gateway returned 504 provider=paypal (env=prod, region=ap-southeast-1, ip=5.236.16.150, request_id=p8pjhe9wwjz0rqwv, trace_id=xz99fdrw03mvktp6ff19nsg7, ua="PostmanRuntime/7.36.0")
2026-02-01 15:06:47 | ERROR | kms | DB timeout while fetching user profile user_id=4354 (env=prod, region=ap-southeast-1, ip=68.98.240.25, request_id=xfxmf4oybw4mzo45, trace_id=1ll0ydylfipkhjz4k4kog3nx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:06:53 | ERROR | profile | Worker crashed: out of memory rss_mb=310 (env=prod, region=ap-southeast-1, ip=10.158.175.210, request_id=n4mzkzmd1d94oehz, trace_id=xr6vpm5kp4s4l442o0sqpp6y, ua="PostmanRuntime/7.36.0")
2026-02-01 15:06:59 | ERROR | email | Service dependency not responding dependency=cdn-edge (env=staging, region=eu-west-1, ip=198.118.36.168, request_id=0k8fd3zweyx9v0wh, trace_id=sez744j4whwxxh1xdd3w3ccg, ua="PostmanRuntime/7.36.0")
2026-02-01 15:07:04 | ERROR | inventory | Authentication failed due to invalid token user_id=6049 (env=staging, region=me-south-1, ip=234.168.169.117, request_id=u99kne6np001c58b, trace_id=4i9uhsi73b7bj2hyrzyq0imv, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:07:07 | ERROR | cdn | Write operation failed: storage quota exceeded bucket=prod-uploads (env=prod, region=eu-west-1, ip=194.146.65.83, request_id=zny6t9biva4pepey, trace_id=s7qnsojjymn60dgfwpqp8vys, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:07:10 | ERROR | billing | Unhandled exception type=RateLimitError message=invalid format (env=prod, region=eu-west-1, ip=57.65.105.86, request_id=a8tsmy0dunerx462, trace_id=m47xaj7t34k7e4dt1kpbmpp3, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:07:12 | ERROR | analytics | Worker crashed: out of memory rss_mb=1613 (env=prod, region=me-south-1, ip=71.186.166.44, request_id=v17n6qu742fpfm9s, trace_id=aaw6fr7rxd8t7d13rftbgjsp, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:07:25 | ERROR | gateway | Worker crashed: out of memory rss_mb=4557 (env=prod, region=eu-west-1, ip=17.105.57.58, request_id=d7wvtipbc44n5kiq, trace_id=zrz01r4s4wq088h30mpvkupz, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:08:06 | ERROR | api | Upstream service unavailable dependency=stripe (env=prod, region=eu-west-1, ip=46.182.132.91, request_id=2t3amw9haoiy4d5s, trace_id=v0hy7f7nlzrnogfjyjf0gqxe, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:08:11 | ERROR | notifications | Worker crashed: out of memory rss_mb=1567 (env=prod, region=me-south-1, ip=145.75.153.191, request_id=7ky9ad628c0h05os, trace_id=xpz7yv4ldi2z19oeye8kuc5q, ua="curl/8.4.0")
2026-02-01 15:08:12 | ERROR | cache | Payment gateway returned 502 provider=adyen (env=prod, region=ap-southeast-1, ip=35.15.65.150, request_id=kfgel7rjcurzlapm, trace_id=jj75e9hsuwam10gjd12zwi2h, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:08:30 | ERROR | inventory | Connection refused dependency=search-index (env=prod, region=ap-southeast-1, ip=231.38.114.239, request_id=9x3vwt4wal5layi9, trace_id=6htwlc3xfnyvyyhbgcgidppf, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:08:36 | ERROR | profile | Payment gateway returned 400 provider=paypal (env=prod, region=ap-southeast-1, ip=62.75.210.135, request_id=bd6llwyahiznpa8r, trace_id=0uvlrp8l2yd9eeywtcr2px2d, ua="curl/8.4.0")
2026-02-01 15:08:39 | ERROR | frontend | Connection refused dependency=postgres (env=staging, region=eu-west-1, ip=58.138.200.108, request_id=b5oml8gj6ax2e7yu, trace_id=4yymr6gpm5n2pqyk9otix1zq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:08:42 | ERROR | notifications | Write operation failed: storage quota exceeded bucket=staging-uploads (env=prod, region=ap-southeast-1, ip=91.75.98.189, request_id=ofrpld44xf2zycip, trace_id=lym9fijdkc2u9gavkzuj0t8b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:08:50 | ERROR | email | Authentication failed due to invalid token user_id=5109 (env=staging, region=ap-southeast-1, ip=4.90.141.115, request_id=xdzyfy1syiydgsi6, trace_id=8ioeidtt19gygr6gchs8crar, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:09:45 | ERROR | notifications | DB timeout while fetching user profile user_id=8407 (env=staging, region=us-east-1, ip=116.186.98.113, request_id=4rgyzv2ws15prfiu, trace_id=er3a11zyhiyakzje565i3mol, ua="PostmanRuntime/7.36.0")
2026-02-01 15:10:15 | ERROR | gateway | Worker crashed: out of memory rss_mb=3212 (env=prod, region=eu-west-1, ip=113.55.184.1, request_id=u5et8rh4p6bnt89i, trace_id=20ri4pwbmps6j8w9nmooae40, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:10:29 | ERROR | scheduler | Data validation error: missing required field field=amount (env=dev, region=us-east-1, ip=16.84.44.210, request_id=a38ub2b8d99yad5c, trace_id=jbua18phjk8fso12aeyxxnys, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:10:40 | ERROR | kms | Worker crashed: out of memory rss_mb=4347 (env=prod, region=eu-west-1, ip=85.172.72.188, request_id=7eu22p8i56alxtwx, trace_id=zos5wc6nwop48dhy4c5ytgm5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:11:37 | ERROR | inventory | Payment gateway returned 503 provider=paypal (env=prod, region=us-east-1, ip=166.55.155.2, request_id=roud13c2wxzhmuym, trace_id=az7jjm727nz5hn6lnq2cf4zd, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:12:00 | ERROR | gateway | Unhandled exception type=RuntimeError message=invalid format (env=prod, region=us-east-1, ip=229.85.159.250, request_id=y7f5e9eyqabyx6zn, trace_id=5rjf5av6i66vgc8xljpttpr6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:12:17 | ERROR | storage | Upstream service unavailable dependency=postgres (env=staging, region=us-east-1, ip=131.28.39.167, request_id=yyiqwa7g64vip8f0, trace_id=mcj0l52zlqkgqfmzj5m723a5, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:12:20 | ERROR | search | Authentication failed due to invalid token user_id=4051 (env=prod, region=ap-southeast-1, ip=244.176.105.27, request_id=4825z51tjhxl0kai, trace_id=bix1ervns8miotbcll7vsyx1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:12:37 | ERROR | gateway | Connection refused dependency=payments-api (env=prod, region=us-east-1, ip=152.124.181.131, request_id=cbvth87y1tfy0on8, trace_id=lu5w24ror6ppy8s86uvywdze, ua="curl/8.4.0")
2026-02-01 15:12:45 | ERROR | search | Payment gateway returned 401 provider=stripe (env=prod, region=ap-southeast-1, ip=87.50.25.203, request_id=evlg94f6mj6r54j1, trace_id=hiasr275rh9iumb3b75x65g5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:13:11 | ERROR | api | Payment gateway returned 504 provider=adyen (env=staging, region=eu-west-1, ip=115.169.142.181, request_id=1nmh2ejnmseiifyq, trace_id=brmc55udtn0leypnofp20ntg, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:13:13 | ERROR | inventory | DB timeout while fetching user profile user_id=8495 (env=prod, region=us-east-1, ip=14.29.85.175, request_id=heou922dp30yve84, trace_id=n6d0z1sh54e8jpqczjmcrabc, ua="curl/8.4.0")
2026-02-01 15:13:21 | ERROR | gateway | Upstream service unavailable dependency=orders-api (env=prod, region=eu-west-1, ip=207.131.161.75, request_id=gppvgcfiw8ylfbdq, trace_id=9haff98comzo80c999457wwp, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:13:34 | ERROR | inventory | Payment gateway returned 401 provider=adyen (env=prod, region=ap-southeast-1, ip=79.122.150.163, request_id=85zgn1nbh8qj8aaw, trace_id=24tvf79k5bdfqouoje5g0dix, ua="PostmanRuntime/7.36.0")
2026-02-01 15:13:46 | ERROR | gateway | Write operation failed: storage quota exceeded bucket=prod-uploads (env=dev, region=me-south-1, ip=11.249.66.39, request_id=iz8j75njfcah4gp8, trace_id=88gj3b99x7jg93bgeodd92ve, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
