2026-02-01 00:00:07 | WARN | search | Rate limit nearing threshold remaining=17 (env=dev, region=ap-southeast-1, ip=5.167.240.107, request_id=q58cyw4g0u1g404w, trace_id=ga8rz5tl68r0vmzz00duessx, ua="PostmanRuntime/7.36.0")
2026-02-01 16:37:45 | WARN | scheduler | Elevated error rate observed window_s=60 rate=13.2% (env=prod, region=me-south-1, ip=158.56.39.78, request_id=lhj5yve7hd521qbd, trace_id=jii52bw9r0m89n26calfiliq, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:37:49 | WARN | analytics | Circuit breaker half-open dependency=search-index (env=prod, region=eu-west-1, ip=74.152.14.214, request_id=mm5vxo5sf6xjyhqq, trace_id=c0gaxz5ea1h8a2mbgv03kedk, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:37:50 | WARN | profile | Temporary network jitter detected rtt_ms=590 (env=prod, region=me-south-1, ip=72.235.132.4, request_id=io0pio2t8snyoogt, trace_id=cfcsc1ewhvqrja91a4ft4r3x, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:37:59 | WARN | email | Payment provider latency high (2262ms) (env=prod, region=ap-southeast-1, ip=28.128.59.78, request_id=h1lkgcixv7srpjpo, trace_id=zf6i0nv5u6s6f4stfmh7peal, ua="PostmanRuntime/7.36.0")
2026-02-01 16:38:06 | WARN | db | Temporary network jitter detected rtt_ms=616 (env=prod, region=me-south-1, ip=224.241.67.155, request_id=fcnqsak5ppxdkh41, trace_id=fh1heubkg7mzs0pa1yyc2y52, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:38:12 | WARN | search | High memory usage warning mem=69% (env=staging, region=eu-west-1, ip=162.116.238.229, request_id=8n50xc0n8ax228qm, trace_id=nh0zxljdm5vyjv5b3g0qg8pc, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:38:15 | WARN | payments | Retrying request to upstream service attempt=5 (env=prod, region=ap-southeast-1, ip=23.152.128.22, request_id=n7tt17a7qi2482i9, trace_id=vc2f1sanhjzfdytw89qbkp2u, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:38:16 | WARN | analytics | Retrying request to upstream service attempt=2 (env=staging, region=me-south-1, ip=148.79.107.69, request_id=9skspeuv2mz8d623, trace_id=0oxt0hdp9hlxjg6a5yczq108, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:38:17 | WARN | inventory | Temporary network jitter detected rtt_ms=204 (env=prod, region=eu-west-1, ip=99.247.229.190, request_id=qaugu81p2peru2vo, trace_id=j6zu8yyhs8ije6cw8j40aeul, ua="curl/8.4.0")
2026-02-01 16:38:25 | WARN | cdn | Slow response detected (539ms) endpoint=/analytics/event (env=prod, region=eu-west-1, ip=208.240.120.84, request_id=649xed5efffu3n3o, trace_id=qpkkh92ts4ja5dmqot8d4ljn, ua="PostmanRuntime/7.36.0")
2026-02-01 16:38:26 | WARN | gateway | Queue backlog growing size=1786 (env=prod, region=eu-west-1, ip=45.153.221.49, request_id=jwoqjiwi8xovyyal, trace_id=6f28grhm1h45437t53a4leuf, ua="PostmanRuntime/7.36.0")
2026-02-01 16:38:32 | WARN | profile | Payment provider latency high (3274ms) (env=prod, region=us-east-1, ip=178.62.155.39, request_id=azal09r33x02lucm, trace_id=0ylaf4dj96ih9t0npzfqupai, ua="PostmanRuntime/7.36.0")
2026-02-01 16:38:36 | WARN | db | Retrying request to upstream service attempt=3 (env=prod, region=ap-southeast-1, ip=23.38.34.163, request_id=95c6tqe4v1chrrfr, trace_id=hq4bvvfbwr0d3y3xd7c46j8k, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:38:40 | WARN | search | Slow response detected (1448ms) endpoint=/logout (env=prod, region=me-south-1, ip=208.202.147.35, request_id=5zmc8yutbwhj5qbi, trace_id=xdslhj836du2bm6ujsejuujn, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:38:42 | WARN | search | High memory usage warning mem=95% (env=staging, region=ap-southeast-1, ip=53.139.225.119, request_id=0vr1vufeflkr6cgg, trace_id=w79pyyxdirkgp9opza1sif79, ua="PostmanRuntime/7.36.0")
2026-02-01 16:38:43 | WARN | worker | Slow response detected (977ms) endpoint=/users/4795 (env=prod, region=me-south-1, ip=244.27.66.79, request_id=zuby1daypz2kzhi0, trace_id=8h243z6kss4ch7tvbeyg4sdk, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:38:56 | WARN | cdn | Circuit breaker half-open dependency=search-index (env=prod, region=ap-southeast-1, ip=181.109.37.186, request_id=qbff08bczg9h1k3j, trace_id=1nt6se4k7d4i72z380xi7y2c, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:38:57 | WARN | inventory | Queue backlog growing size=196 (env=prod, region=ap-southeast-1, ip=79.204.173.242, request_id=pzs3iwc61na90grq, trace_id=r3563ccazzme0jz6wqu83e3u, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:39:08 | WARN | profile | Retrying request to upstream service attempt=5 (env=prod, region=ap-southeast-1, ip=238.89.254.172, request_id=wu3fa3zalrl5u2jj, trace_id=pkvxp1f59r4mx1l8isvl2vmn, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:39:09 | WARN | payments | Rate limit nearing threshold remaining=36 (env=staging, region=me-south-1, ip=136.172.98.167, request_id=t4texu300xcbas49, trace_id=jvsecff9slw3jztndwh1twcw, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:39:18 | WARN | inventory | Circuit breaker half-open dependency=kms (env=dev, region=ap-southeast-1, ip=4.179.131.212, request_id=kk16oa6p4ltlydl1, trace_id=i90vcamx7hm9qewsinqi2qf8, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:39:35 | WARN | analytics | Circuit breaker half-open dependency=kms (env=staging, region=eu-west-1, ip=215.26.170.146, request_id=pz8255z421ad263k, trace_id=13bju3m8epnn8c1lvei7woct, ua="PostmanRuntime/7.36.0")
2026-02-01 16:39:37 | WARN | payments | Slow response detected (2388ms) endpoint=/health (env=staging, region=me-south-1, ip=179.65.169.225, request_id=rc3l34u504u8c9s7, trace_id=lnp8agh97x3su4pc7r76xaua, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:39:39 | WARN | frontend | High memory usage warning mem=72% (env=staging, region=ap-southeast-1, ip=72.73.224.52, request_id=486qv4lwehzh9k1t, trace_id=ikm86h3p09d48mbh0rm3gfpk, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:39:41 | WARN | payments | Elevated error rate observed window_s=30 rate=13.4% (env=dev, region=me-south-1, ip=3.64.164.234, request_id=l9c2x7751jt7jpow, trace_id=dqbbx61zzrtayjxdrtxzaahj, ua="curl/8.4.0")
2026-02-01 16:39:45 | WARN | profile | Circuit breaker half-open dependency=cdn-edge (env=prod, region=eu-west-1, ip=37.220.89.37, request_id=b1krwz558h6wa395, trace_id=059jsgbhm7p6m3ko01sjandt, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:39:57 | WARN | search | Rate limit nearing threshold remaining=26 (env=prod, region=eu-west-1, ip=96.178.211.99, request_id=3bessnuyxexe7ecv, trace_id=gyv6jgwy36m77s8bt1hh0ssn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:40:00 | WARN | frontend | High memory usage warning mem=97% (env=prod, region=me-south-1, ip=243.24.86.201, request_id=zk1xxo5i0naxejkv, trace_id=kj1qdd9ttqgyzmt6ylzk909b, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:40:11 | WARN | auth | Slow response detected (1486ms) endpoint=/payments/refund (env=prod, region=me-south-1, ip=51.18.199.164, request_id=kppoqkpqmmoa1tmf, trace_id=2p8f6ft93pbs0k1cv22cqeyo, ua="PostmanRuntime/7.36.0")
2026-02-01 16:40:17 | WARN | email | Elevated error rate observed window_s=300 rate=4.2% (env=prod, region=eu-west-1, ip=78.253.42.182, request_id=envffkk8vyjb32h3, trace_id=avqbqt8og6qe89dfsg4iy1ym, ua="curl/8.4.0")
2026-02-01 16:40:26 | WARN | email | Elevated error rate observed window_s=30 rate=12.7% (env=prod, region=eu-west-1, ip=208.187.6.121, request_id=r33cp7c4gbkbjnnl, trace_id=kvt5vuv1k8o5k7azyvzmxoys, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:40:32 | WARN | storage | Circuit breaker half-open dependency=redis (env=prod, region=me-south-1, ip=59.88.239.111, request_id=lexwp3yaekme3kee, trace_id=as8de4u8za6wdcsu6l7zctff, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:40:38 | WARN | db | Disk usage above 80% disk=91% (env=prod, region=ap-southeast-1, ip=199.253.154.92, request_id=r3wz9rv8ke86vhpw, trace_id=5o083yg92udxadd9hoatwhxt, ua="PostmanRuntime/7.36.0")
2026-02-01 16:40:40 | WARN | billing | Circuit breaker half-open dependency=payments-api (env=dev, region=us-east-1, ip=186.93.228.129, request_id=bmesmlgs7yn48v95, trace_id=rp6ifek7diwijh7bm7w59t84, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:40:46 | WARN | gateway | Temporary network jitter detected rtt_ms=448 (env=prod, region=me-south-1, ip=242.69.32.152, request_id=52wx7j8tgzraeei7, trace_id=200dm89fhyo2977riflnbjj4, ua="curl/8.4.0")
2026-02-01 16:40:55 | WARN | orders | Disk usage above 80% disk=89% (env=prod, region=us-east-1, ip=88.248.56.99, request_id=lyyj7ri185ng8oai, trace_id=mi7rgvuq1ijvp7kq3k849k6u, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:41:03 | WARN | cdn | High memory usage warning mem=63% (env=prod, region=ap-southeast-1, ip=149.10.182.69, request_id=e2f63ymjg8vizrbm, trace_id=yx47v85yxnn74vcuudt6oubf, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:41:13 | WARN | api | Slow response detected (1812ms) endpoint=/files/upload (env=prod, region=eu-west-1, ip=186.131.95.230, request_id=93ksiraaaucvb389, trace_id=gvkuralowmgc3hx8a2iqqymd, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:41:14 | WARN | inventory | Rate limit nearing threshold remaining=44 (env=prod, region=us-east-1, ip=137.167.107.144, request_id=wr2r00g3bse9soi8, trace_id=zutunt7ejl96q2bq5mz28580, ua="PostmanRuntime/7.36.0")
2026-02-01 16:41:24 | WARN | cache | High memory usage warning mem=97% (env=dev, region=me-south-1, ip=203.113.52.175, request_id=qhuaj6l0avb3bxbd, trace_id=7xqwj82n8onqonx2v766c4eg, ua="curl/8.4.0")
2026-02-01 16:41:25 | WARN | analytics | Disk usage above 80% disk=89% (env=staging, region=ap-southeast-1, ip=25.140.24.147, request_id=7y9621wpbnonuswi, trace_id=7cqwyrvxrxf4bwh9q6b2xtj9, ua="PostmanRuntime/7.36.0")
2026-02-01 16:41:32 | WARN | cache | Retrying request to upstream service attempt=4 (env=prod, region=ap-southeast-1, ip=51.56.46.47, request_id=clct5hgglktis6rv, trace_id=ohx5id96jaocdx3ze0ku6u5p, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:41:33 | WARN | orders | Circuit breaker half-open dependency=payments-api (env=prod, region=us-east-1, ip=242.39.95.6, request_id=y6i82tgvk771gi3z, trace_id=1coa97bn09sds2jbqr9omz23, ua="curl/8.4.0")
2026-02-01 16:41:35 | WARN | search | Disk usage above 80% disk=82% (env=staging, region=eu-west-1, ip=112.21.54.8, request_id=d8zoyxe3w3j0w0dm, trace_id=4wt00ck6fftvgot1nvt0ozqj, ua="curl/8.4.0")
2026-02-01 16:41:37 | WARN | notifications | Payment provider latency high (2961ms) (env=prod, region=ap-southeast-1, ip=32.198.33.241, request_id=mkr0eo4qbz0qa4rw, trace_id=mw491lyghp7i2a4cp8p7eq2h, ua="curl/8.4.0")
2026-02-01 16:41:38 | WARN | db | High memory usage warning mem=97% (env=prod, region=eu-west-1, ip=176.118.21.227, request_id=eazmi8ismdvqor26, trace_id=6j8mryvq7bjqbjn9b62tekex, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:41:41 | WARN | gateway | Retrying request to upstream service attempt=1 (env=prod, region=eu-west-1, ip=187.154.68.232, request_id=73a1lfevogsqbbc8, trace_id=9tohuvo4h6wfkr8wucmw59fv, ua="PostmanRuntime/7.36.0")
2026-02-01 16:41:46 | WARN | orders | Disk usage above 80% disk=82% (env=prod, region=us-east-1, ip=3.116.135.174, request_id=niwld8b2wccvpzvs, trace_id=qpfkqg9qca8ripcgzqd7gxtk, ua="curl/8.4.0")
2026-02-01 16:41:51 | WARN | profile | Payment provider latency high (388ms) (env=prod, region=me-south-1, ip=68.143.242.75, request_id=nsa8geig9gf0u1c7, trace_id=gvmzjp1g4smp12kxqufq57oa, ua="curl/8.4.0")
2026-02-01 16:42:05 | WARN | gateway | Temporary network jitter detected rtt_ms=782 (env=prod, region=us-east-1, ip=254.177.82.122, request_id=wb6ffsfat1jb7oug, trace_id=194c11yl8zzm9p3y9ubu3eph, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:42:06 | WARN | auth | Circuit breaker half-open dependency=redis (env=staging, region=eu-west-1, ip=221.165.253.27, request_id=qytfifkljisdu9m7, trace_id=it2fo5fs9tz4evjowb7n49oi, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:42:07 | WARN | search | Queue backlog growing size=7451 (env=dev, region=us-east-1, ip=118.9.158.191, request_id=drbtfzze4mip0p5s, trace_id=yuphw3tw8lafn5o9stivm7b8, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:42:12 | WARN | api | Queue backlog growing size=7370 (env=prod, region=us-east-1, ip=147.83.86.167, request_id=n406x72f3lx39ql0, trace_id=2lcjzawikyq3m7ybv8emlml7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:42:14 | WARN | kms | Rate limit nearing threshold remaining=23 (env=prod, region=us-east-1, ip=75.219.90.113, request_id=dy5n0b741l6fm32m, trace_id=v8gd8k5erpvt8w9e59b2s9cf, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:42:15 | WARN | profile | Disk usage above 80% disk=98% (env=staging, region=eu-west-1, ip=91.47.84.104, request_id=y04hz6kl1ktecwkb, trace_id=n8e5wqnzqyqw9fpu3ior1568, ua="PostmanRuntime/7.36.0")
2026-02-01 16:42:18 | WARN | notifications | Slow response detected (1783ms) endpoint=/logout (env=staging, region=us-east-1, ip=14.87.13.93, request_id=w32hniu7t4kj18xd, trace_id=mi76isuxw1sqlkyv1x6ruizm, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:42:28 | WARN | notifications | Rate limit nearing threshold remaining=6 (env=prod, region=us-east-1, ip=118.45.106.88, request_id=s53pwjcl8d2itq7c, trace_id=8sm4cj30qc6dw53ayi360b6h, ua="curl/8.4.0")
2026-02-01 16:42:31 | WARN | email | Payment provider latency high (1622ms) (env=prod, region=ap-southeast-1, ip=184.7.58.211, request_id=72cwsu1hdaxv5b4k, trace_id=8e000md9ywwetnsclvrnh6h4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:42:32 | WARN | analytics | Retrying request to upstream service attempt=5 (env=dev, region=us-east-1, ip=68.22.205.145, request_id=urf2h7qq790yrhq8, trace_id=91dxta21puw1m5595q6kp1qm, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:42:35 | WARN | worker | Rate limit nearing threshold remaining=36 (env=prod, region=us-east-1, ip=97.178.134.201, request_id=zwz0lsxhd8scqxel, trace_id=u737v9meeg5bne2vr7p74a0l, ua="curl/8.4.0")
2026-02-01 16:42:38 | WARN | auth | Slow response detected (3465ms) endpoint=/logout (env=prod, region=us-east-1, ip=218.18.72.160, request_id=68e5xxrva2pt3mgf, trace_id=trwmuf2fdu7r368pq63a9g1r, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:42:48 | WARN | payments | Queue backlog growing size=853 (env=dev, region=us-east-1, ip=134.94.120.107, request_id=zs10cypax20h76m3, trace_id=b0co9sdycbze2koip33n9yc1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:42:51 | WARN | gateway | Payment provider latency high (1681ms) (env=prod, region=me-south-1, ip=211.155.120.158, request_id=gzl3mse0cq5zkycc, trace_id=n6vjfm7jewj1hnq65ejrg3n1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:42:54 | WARN | frontend | Retrying request to upstream service attempt=2 (env=prod, region=me-south-1, ip=188.124.164.170, request_id=3i7zl44anu91lrx9, trace_id=5sbs27dxkidmtyydbxcs5pgk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:43:01 | WARN | analytics | High memory usage warning mem=78% (env=prod, region=me-south-1, ip=217.220.14.219, request_id=b9n1n2bu8k8vo40d, trace_id=wsv3ichjbef6tx79bwbwwioo, ua="PostmanRuntime/7.36.0")
2026-02-01 16:43:10 | WARN | worker | Disk usage above 80% disk=94% (env=staging, region=us-east-1, ip=94.72.123.7, request_id=fpvxtfhh3zmxe7b6, trace_id=2rp1tqkz23lqgju0ggtbsq2r, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:43:18 | WARN | profile | Payment provider latency high (3251ms) (env=prod, region=ap-southeast-1, ip=81.200.57.74, request_id=rzbi52djtqsvzj32, trace_id=ix79emaih3nyn03w7c5xiih4, ua="PostmanRuntime/7.36.0")
2026-02-01 16:43:25 | WARN | api | Temporary network jitter detected rtt_ms=633 (env=staging, region=us-east-1, ip=186.17.195.66, request_id=nmxmgeu9hifrp4vb, trace_id=42dmxqu8xqftk9c4qsrgpfex, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:43:30 | WARN | inventory | Disk usage above 80% disk=86% (env=staging, region=eu-west-1, ip=235.239.174.176, request_id=6tjg0t0tdfo7toar, trace_id=yi65j5w0uv1emjbtgkadfp94, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:43:39 | WARN | orders | High memory usage warning mem=96% (env=prod, region=us-east-1, ip=192.175.154.103, request_id=i85ou3zwx4nhqzha, trace_id=ajjkcld1v3k9b0yhlhb0hbkt, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:43:50 | WARN | cache | Temporary network jitter detected rtt_ms=252 (env=staging, region=ap-southeast-1, ip=101.70.246.165, request_id=h4qo5f0b5jua47r0, trace_id=i8wekxa29vijo7eqwcwzwqx5, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:43:51 | WARN | db | Temporary network jitter detected rtt_ms=551 (env=prod, region=me-south-1, ip=168.124.230.232, request_id=7ti3g6qk2oq9vmvy, trace_id=znx4x8kvvof32ujvexpsxxid, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:43:55 | WARN | scheduler | High memory usage warning mem=95% (env=prod, region=eu-west-1, ip=102.25.170.196, request_id=buynl8op5mkrm8oh, trace_id=ojmesvv3pgo36bibjldm55fa, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:44:09 | WARN | cdn | High memory usage warning mem=60% (env=dev, region=us-east-1, ip=63.142.155.165, request_id=h0zzk4wx4bowty5x, trace_id=x0ni317nc8n2r6rgcdyd0xet, ua="PostmanRuntime/7.36.0")
2026-02-01 16:44:15 | WARN | cache | High memory usage warning mem=80% (env=staging, region=ap-southeast-1, ip=50.118.127.44, request_id=wz8m4ttohz07h967, trace_id=ecygmnmkjyrbv1f0ph0blqkb, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:44:18 | WARN | orders | Payment provider latency high (515ms) (env=prod, region=me-south-1, ip=82.167.4.140, request_id=kreojw7g6pa4ojt2, trace_id=y7tlm9vezont9lobe84twx2s, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:44:21 | WARN | kms | Retrying request to upstream service attempt=1 (env=prod, region=us-east-1, ip=4.238.179.226, request_id=z4vlkjcp20m7h2ig, trace_id=r5eeql1g7dhc8bgtewnxt1n3, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:44:25 | WARN | storage | Circuit breaker half-open dependency=cdn-edge (env=staging, region=ap-southeast-1, ip=18.35.202.93, request_id=vv2w4x8c3d7ci6tv, trace_id=1mhxafmkecnv7m3ai0ak4d1l, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:44:26 | WARN | worker | Circuit breaker half-open dependency=redis (env=prod, region=ap-southeast-1, ip=246.119.251.100, request_id=7fea0j96w4dl2n2k, trace_id=zlsade8lkjyj6r8hlas4tkt4, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:44:37 | WARN | kms | Payment provider latency high (231ms) (env=prod, region=ap-southeast-1, ip=12.1.182.173, request_id=z3cw86ralmnf42ld, trace_id=g2pin5phgu6kkwl5cz5wcb0g, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:44:59 | WARN | payments | Temporary network jitter detected rtt_ms=374 (env=prod, region=eu-west-1, ip=166.182.147.193, request_id=smzutdzzzt9pppia, trace_id=ar7doh4i9rb1p6rf00hlnmpc, ua="curl/8.4.0")
2026-02-01 16:45:01 | WARN | cdn | High memory usage warning mem=80% (env=staging, region=me-south-1, ip=248.122.84.139, request_id=rmc3xi83hepodfun, trace_id=uge7gau5blw2sk55wzd6bs4s, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:45:04 | WARN | notifications | Queue backlog growing size=3202 (env=prod, region=me-south-1, ip=149.170.132.215, request_id=9md0qzn6gwe34swr, trace_id=ube96gq1epkm5h32bxcj79c1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:45:13 | WARN | worker | Disk usage above 80% disk=81% (env=prod, region=me-south-1, ip=168.123.81.243, request_id=5ufl4ga0bfzlyg6i, trace_id=ajlkidzimaib1fmvni8assxm, ua="curl/8.4.0")
2026-02-01 16:45:14 | WARN | orders | Disk usage above 80% disk=98% (env=dev, region=eu-west-1, ip=50.111.250.9, request_id=2feq5p58gzyqx6bp, trace_id=0uuecsck9vc2nd0ynq8tlnm6, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:45:18 | WARN | search | Slow response detected (1096ms) endpoint=/payments/refund (env=prod, region=me-south-1, ip=237.194.24.46, request_id=xteo4r27w6338urs, trace_id=lhyr4akmq24ibutlpwsygp4w, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 16:45:25 | WARN | profile | Temporary network jitter detected rtt_ms=102 (env=prod, region=eu-west-1, ip=106.142.251.62, request_id=lf1edeq3qp9axad6, trace_id=y94jrvqhslt1mzy5vt3sbcab, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:45:35 | WARN | gateway | Queue backlog growing size=1680 (env=prod, region=ap-southeast-1, ip=118.222.1.225, request_id=diers5n5seessxnr, trace_id=yy90avyjyvygi3zqcpzq98q1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:45:37 | WARN | frontend | Rate limit nearing threshold remaining=14 (env=dev, region=us-east-1, ip=215.254.216.51, request_id=y9r01fa0clymn27s, trace_id=b4z3dnidzr75jog3i6ni7fvn, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:45:38 | WARN | worker | Retrying request to upstream service attempt=1 (env=prod, region=ap-southeast-1, ip=178.30.239.239, request_id=p9puopjf2qu0ia57, trace_id=yshvtr7iiq69vz0q55qluylk, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:45:43 | WARN | payments | Slow response detected (1444ms) endpoint=/search?q=headphones (env=prod, region=eu-west-1, ip=6.35.31.79, request_id=5g5ewnaqrswhf0p7, trace_id=1igp9yu0knxv9i2dvao1oypt, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:45:45 | WARN | cdn | Slow response detected (390ms) endpoint=/users/6546 (env=prod, region=us-east-1, ip=187.140.203.215, request_id=l96qr6mgo1lszihg, trace_id=2ozisvohsel68abqqrfx3tg4, ua="curl/8.4.0")
2026-02-01 16:45:47 | WARN | profile | Payment provider latency high (1537ms) (env=prod, region=eu-west-1, ip=198.161.180.238, request_id=ejdnp8x5jkb8iri1, trace_id=3xnxhha3j1od90w24w84hr0t, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 16:46:06 | WARN | cache | Slow response detected (961ms) endpoint=/logout (env=prod, region=me-south-1, ip=162.196.246.121, request_id=0pzflvmj53t77cpe, trace_id=4ce7pez8e09k33lnb7kjxg7z, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:46:07 | WARN | billing | Retrying request to upstream service attempt=2 (env=staging, region=ap-southeast-1, ip=177.143.235.170, request_id=vej5dvmcwq7b8cnp, trace_id=zzzsjhdq77u377rps2xj1ewu, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:46:09 | WARN | frontend | Retrying request to upstream service attempt=3 (env=dev, region=us-east-1, ip=72.90.248.26, request_id=2v95coiw7aq0cqap, trace_id=g5b3o6oeus9pkit8q11qgket, ua="curl/8.4.0")
2026-02-01 16:46:10 | WARN | scheduler | Rate limit nearing threshold remaining=10 (env=prod, region=me-south-1, ip=167.171.35.44, request_id=n9l2raxhs1d78tvu, trace_id=xp3jqkp7dj854k8tidilefu9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 16:46:14 | WARN | inventory | Rate limit nearing threshold remaining=13 (env=prod, region=ap-southeast-1, ip=227.115.66.90, request_id=7xq1evbp44yuu72g, trace_id=ek9fachpiwpvfo3dmh942vhw, ua="PostmanRuntime/7.36.0")
2026-02-01 16:46:32 | WARN | profile | Payment provider latency high (662ms) (env=prod, region=eu-west-1, ip=109.69.126.9, request_id=xqdae337jmc8so3g, trace_id=rusv9adkwq1kve153of1tzn4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 16:46:36 | WARN | cache | Circuit breaker half-open dependency=cdn-edge (env=prod, region=eu-west-1, ip=57.197.20.174, request_id=xbx86j74chvgll11, trace_id=8pkpaaqs3jz91voz58z93fl0, ua="curl/8.4.0")
